title,description,ol_key,created_by,created_at,last_modified_by,last_modified_at,revision
"The Adventures of Captain Underpants","When George and Harold hypnotize their principal into thinking that he is the superhero Captain Underpants, he leads them to the lair of the nefarious Dr. Diaper, where they must defeat his evil robot henchmen.","/works/OL14871228W","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07",1
"The Summer I Turned Pretty Trilogy","Belly has always lived for the summertime, because summer means all her favorite things: swimming, the beach, and the Fischer boys, Conrad and Jeremiah. For as long as she can remember, she's shared her summers with the brothers at Cousins Beach. And for as long as she can remember, she's been in love with Conrad. Then one summer it seems like he might have feelings for her too -- but so does Jeremiah. As the summer seasons pass, Belly has to choose between two brothers who love her ... and she'll have to break one of their hearts.","/works/OL17508740W","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07",1
"A Thousand Splendid Suns","After 103 weeks on the New York Times bestseller list and with four million copies of The Kite Runner shipped, Khaled Hosseini returns with a beautiful, riveting, and haunting novel that confirms his place as one of the most important literary writers today.&#13&#10&#13&#10Propelled by the same superb instinct for storytelling that made The Kite Runner a beloved classic, A Thousand Splendid Suns is at once an incredible chronicle of thirty years of Afghan history and a deeply moving story of family, friendship, faith, and the salvation to be found in love.&#13&#10&#13&#10Born a generation apart and with very different ideas about love and family, Mariam and Laila are two women brought jarringly together by war, by loss and by fate. As they endure the ever escalating dangers around them—in their home as well as in the streets of Kabul—they come to form a bond that makes them both sisters and mother-daughter to each other, and that will ultimately alter the course not just of their own lives but of the next generation. With heart-wrenching power and suspense, Hosseini shows how a woman's love for her family can move her to shocking and heroic acts of self-sacrifice, and that in the end it is love, or even the memory of love, that is often the key to survival.&#13&#10&#13&#10A stunning accomplishment, A Thousand Splendid Suns is a haunting, heartbreaking, compelling story of an unforgiving time, an unlikely friendship, and an indestructible love.&#13&#10([source][1])&#13&#10&#13&#10&#13&#10  [1]: https://khaledhosseini.com/books/a-thousand-splendid-suns/","/works/OL5782000W","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07",1
"The Martian Chronicles","This is a collection of science fiction short stories, cleverly cobbled together to form a coherent and very readable novel about a future colonization of Mars. As the stories progress chronologically the author tells how the first humans colonized Mars, initially sharing the planet with a handful of Martians. When Earth is devastated by nuclear war the colony is left to fend for itself and the colonists determine to build a new Earth on Mars.","/works/OL103134W","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07",1
"Cabin Fever","Greg Heffley is in big trouble. School property has been damaged, and Greg is the prime suspect. But the crazy thing is, he’s innocent. Or at least sort of.&#13&#10&#13&#10The authorities are closing in, but when a surprise blizzard hits, the Heffley family is trapped indoors. Greg knows that when the snow melts he’s going to have to face the music, but could any punishment be worse than being stuck inside with your family for the holidays?","/works/OL16224122W","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07",1
"Simon vs. the Homo Sapiens Agenda","Sixteen-year-old and not-so-openly gay Simon Spier prefers to save his drama for the school musical. But when an email falls into the wrong hands, his secret is at risk of being thrust into the spotlight. Now Simon is actually being blackmailed: if he doesn’t play wingman for class clown Martin, his sexual identity will become everyone’s business. Worse, the privacy of Blue, the pen name of the boy he’s been emailing, will be compromised.&#13&#10&#13&#10With some messy dynamics emerging in his once tight-knit group of friends, and his email correspondence with Blue growing more flirtatious every day, Simon’s junior year has suddenly gotten all kinds of complicated. Now, change-averse Simon has to find a way to step out of his comfort zone before he’s pushed out—without alienating his friends, compromising himself, or fumbling a shot at happiness with the most confusing, adorable guy he’s never met.","/works/OL17357353W","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07",1
"The School for Good and Evil","**A dark and enchanting fantasy adventure perfect for those who prefer their fairytales with a twist. The first in the bestselling School for Good and Evil series.**&#13&#10&#13&#10Every four years, two girls are kidnapped from the village of Gavaldon. Legend has it these lost children are sent to the School for Good and Evil, the fabled institution where they become fairytale heroes or villains.&#13&#10&#13&#10With her glass slippers and devotion to good deeds, Sophie knows she'll join the ranks of past students like Cinderella, Rapunzel, and Snow White at the School for Good. Meanwhile, Agatha, with her shapeless black dresses and wicked black cat, seems a natural fit for the villains in the School for Evil.&#13&#10&#13&#10But the two girls soon find their fortunes reversed – Sophie's dumped in the School for Evil to take Uglification, Death Curses and Henchmen Training, while Agatha finds herself in the School for Good, thrust among handsome princes and fair maidens for classes in Princess Etiquette and Animal Communication.&#13&#10&#13&#10But what if the mistake is actually the first clue to discovering who Sophie and Agatha really are?","/works/OL16810944W","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07",1
"Before December","A passionate love story with a dangerous countdown. Everything will all end before December.&#13&#10&#13&#10One of the most addictive love stories on Wattpad finally comes to print.&#13&#10 &#13&#10For Jenna Brown, her first year in college meant being away from her family and friends and facing the world for the first time in her life.&#13&#10&#13&#10Her boyfriend had made his intentions clear to her: from that moment on, they would have a long-distance and open relationship. They both were free to do whatever they wanted because they knew they loved each other.&#13&#10&#13&#10So, it was okay if she kept getting closer and closer to her roommate's boyfriend’s best friend, right?&#13&#10&#13&#10Either way, why would it matter if she got together with him while she was away from her boyfriend? Everything would return to normal in December. Would things change?&#13&#10&#13&#10She had until then to find out.","/works/OL26128903W","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07",1
"Equal Rites","Terry Pratchett's profoundly irreverent novels, consistent number one bestsellers in England, have garnered him a revered position in the halls of parody along with Mark Twain, Kurt Vonnegut, Douglas Adams, and Carl Hiaasen.In Equal Rites, a dying wizard tries to pass on his powers to an eighth son of an eighth son, who is just at that moment being born. The fact that the son is actually a daughter is discovered just a little too late...","/works/OL453670W","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07",1
"The Subtle Art of Not Giving a F*ck","In this book, blogger and former internet entrepreneur Mark Manson explains in simple, no expletives barred terms how to achieve happiness by caring more about fewer things and not caring at all about more.&#13&#10     He explains how the metrics we use to define ourselves may be the very things holding us back. By redefining our metrics, questioning ourselves and doubting everything, we may be able to find that we're better off than we think, and thereby become happier people.","/works/OL17590212W","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07",1
"Grave Peril","Now in hardcover from the New York Times bestselling author of The Dresden Files.Harry Dresden's faced some pretty terrifying foes during his career. Giant scorpions. Oversexed vampires. Psychotic werewolves. All par for the course for Chicago's only professional wizard.But in all of Harry's years of supernatural sleuthing, he's never faced anything like this: the spirit world's gone postal. All over Chicago, ghosts are causing trouble—and not just of the door-slamming, 'boo'- shouting variety. These ghosts are tormented, violent, and deadly.Someone—or something—is stirring them up to wreak unearthly havoc. But why? And why do so many of the victims have ties to Harry? If Harry doesn't figure it out soon, he could wind up a ghost himself.","/works/OL5961784W","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07",1
"Into the Wild","A fantastic book about a house cat named Rusty who joins a Clan of wild cat's and fights through taunting, terrible events, and a suspicious warrior named Tigerclaw. But a prophecy given to the leader Bluestar garentees *Fire alone will save our Clan*&#13&#10&#13&#10&#13&#10----------&#13&#10**Books in this arc**&#13&#10&#13&#10 1. Into the Wild&#13&#10 2. [Fire and Ice][2]&#13&#10 3. [Forest of Secrets][3]&#13&#10 4. [Rising Storm][4]&#13&#10 5. [A Dangerous Path][5]&#13&#10 6. [The Darkest Hour][6]&#13&#10&#13&#10  [1]: https://openlibrary.org/works/OL5714317W/Into_the_Wild_(Warriors&#13&#10  [2]: https://openlibrary.org/works/OL5714289W/Fire_and_Ice_(Warriors&#13&#10  [3]: https://openlibrary.org/works/OL5714292W/Forest_of_Secrets&#13&#10  [4]: https://openlibrary.org/works/OL5714301W/Rising_Storm_(Warriors&#13&#10  [5]: https://openlibrary.org/works/OL5714284W/A_Dangerous_Path_(Warriors&#13&#10  [6]: https://openlibrary.org/works/OL5714310W/The_Darkest_Hour_(Warriors&#13&#10&#13&#10----------&#13&#10**Arcs in this series**&#13&#10&#13&#10 1. The Prophecies Begin&#13&#10 2. [The New Prophecy][b]&#13&#10 3. [The Power of Three][c]&#13&#10 4. [Omen of the Stars][d]&#13&#10 5. [Dawn of the Clans][e]&#13&#10 6. [A Vision of Shadows][f]&#13&#10 7. [The Broken Code][g]&#13&#10 8. [A Starless Clan][h]&#13&#10 9. [Changing Skies][i]&#13&#10 S. [Super Editions][s]&#13&#10&#13&#10  [a]: https://openlibrary.org/books/OL9228970M/INTO&#13&#10  [b]: https://openlibrary.org/books/OL9235572M/Midnight_(Warriors_The_New_Prophecy_Book_1)&#13&#10  [c]: https://openlibrary.org/books/OL7283723M/The_Sight_(Warriors_Power_of_Three_Book_1)&#13&#10  [d]: https://openlibrary.org/books/OL24084711M/Warriors_Omen_of_the_Stars_1&#13&#10  [e]: https://openlibrary.org/books/OL25995097M/Dawn_of_the_Clans&#13&#10  [f]: https://openlibrary.org/books/OL26884472M/The_apprentice's_quest&#13&#10  [g]: https://openlibrary.org/books/OL27958224M/Warriors_The_Broken_Code_1&#13&#10  [h]: https://openlibrary.org/books/OL32444897M/River/&#13&#10  [i]: https://openlibrary.org/works/OL38298179W&#13&#10  [s]: https://openlibrary.org/books/OL7288445M/Firestar's_Quest","/works/OL265501W","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07",1
"The Adventures of Sherlock Holmes [12 stories]","The Adventures of Sherlock Holmes is a collection of twelve short stories by Arthur Conan Doyle, first published on 14 October 1892. It contains the earliest short stories featuring the consulting detective Sherlock Holmes, which had been published in twelve monthly issues of The Strand Magazine from July 1891 to June 1892. The stories are collected in the same sequence, which is not supported by any fictional chronology. The only characters common to all twelve are Holmes and Dr. Watson and all are related in first-person narrative from Watson's point of view.&#13&#10&#13&#10&#13&#10Contains:&#13&#10[Scandal in Bohemia](https://openlibrary.org/works/OL14930611W/A_Scandal_in_Bohemia)&#13&#10[Red-headed League](https://openlibrary.org/works/OL14930336W/The_Red-Headed_League)&#13&#10[Case of Identity](https://openlibrary.org/works/OL14929939W/A_Case_of_Identity)&#13&#10[Boscombe Valley Mystery](https://openlibrary.org/works/OL18495288W/The_Boscombe_Valley_Mystery)&#13&#10[Five Orange Pips](https://openlibrary.org/works/OL1518120W/Five_Orange_Pips)&#13&#10[Man with the Twisted Lip](https://openlibrary.org/works/OL14930258W/The_Man_With_the_Twisted_Lip)&#13&#10[Adventure of the Blue Carbuncle](https://openlibrary.org/works/OL1518317W/Adventure_of_the_Blue_Carbuncle)&#13&#10[Adventure of the Speckled Band](https://openlibrary.org/works/OL262561W/Adventure_of_the_Speckled_Band)&#13&#10[Adventure of the Engineer's Thumb](https://openlibrary.org/works/OL1518318W/Adventure_of_the_Engineer's_Thumb)&#13&#10[Adventure of the Noble Bachelor](https://openlibrary.org/works/OL14929841W/Adventure_of_the_Noble_Bachelor)&#13&#10[Adventure of the Beryl Coronet](https://openlibrary.org/works/OL14929825W/Adventure_of_the_Beryl_Coronet)&#13&#10[Adventure of the Copper Beeches](https://openlibrary.org/works/OL1518116W/Adventure_of_the_Copper_Beeches)&#13&#10&#13&#10&#13&#10----------&#13&#10Also contained in:&#13&#10&#13&#10 - [Adventures and Memoirs of Sherlock Holmes](https://openlibrary.org/works/OL1518128W)&#13&#10 - [Adventures of Sherlock Holmes](https://openlibrary.org/works/OL20624138W)&#13&#10 - [Celebrated Cases of Sherlock Holmes](https://openlibrary.org/works/OL16076930W)&#13&#10 - [Complete Sherlock Holmes](https://openlibrary.org/works/OL18188824W)&#13&#10 - [Complete Sherlock Holmes: Volume I](https://openlibrary.org/works/OL14929975W)&#13&#10 - [Illustrated Sherlock Holmes](https://openlibrary.org/works/OL1518342W)&#13&#10 - [Obras completas de Conan Doyle: II](https://openlibrary.org/works/OL20787319W)&#13&#10 - [Original Illustrated Sherlock Holmes](https://openlibrary.org/works/OL262528W)&#13&#10 - [Original Illustrated 'Strand' Sherlock Holmes](https://openlibrary.org/works/OL262529W)&#13&#10 - [Short Stories](https://openlibrary.org/works/OL18188661W)&#13&#10 - [Works](https://openlibrary.org/works/OL16173818W)&#13&#10 - [Works](https://openlibrary.org/works/OL14930383W)","/works/OL262421W","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07",1
"The Last Straw","Greg has to try and explain to his dad why he should not go to military school and that is just one of his problems he has to try and impress a girl solve a sweet mystery and try to get kicked off the football team","/works/OL15505465W","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07",1
"Reminders of Him","","/works/OL26758111W","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07",1
"Good Omens","Armageddon only happens once, you know. They don't let you go around again until you get it right.&#13&#10&#13&#10According to the Nice and Accurate Prophecies of Agnes Nutter, Witch - the world's only totally reliable guide to the future, written in 1655, before she exploded - the world will end on a Saturday.&#13&#10&#13&#10Next Saturday, in fact. Just after tea...&#13&#10&#13&#10People have been predicting the end of the world almost from its very beginning, so it's only natural to be sceptical when a new date is set for Judgement Day.&#13&#10&#13&#10This time though, the armies of Good and Evil really do appear to be massing. The four Bikers of the Apocalypse are hitting the road. But both the angels and demons - well, one fast-living demon and a somewhat fussy angel - would quite like the Rapture not to happen.&#13&#10&#13&#10Oh, and someone seems to have misplaced the Antichrist...","/works/OL453936W","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07",1
"Second Foundation","After years of struggle, the Foundation lay in ruins -- destroyed by the mutant mind power of the Mule. But it was rumored that there was a Second Foundation hidden somewhere at the end of the Galaxy, established to preserve the knowledge of mankind through the long centuries of barbarism. The Mule had failed to find it the first time -- but now he was certain he knew where it lay.&#13&#10&#13&#10The fate of the Foundation rests on young Arkady Darell, only fourteen years old and burdened with a terrible secret. As its scientists girded for a final showdown with the Mule, the survivors of the First Foundation began their desperate search. They too wanted the Second Foundation destroyed... before it destroyed them.","/works/OL46309W","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07",1
"Think and Grow Rich","Napoleon Hill's quintessential volume Think and grow rich, the all-time bestseller in the field of professional success, outlines the laws of success and sets the standard of today's motivational thinking.","/works/OL527464W","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07",1
"Ready Player One","In the year 2044. reality is an ugly place. The only time teenage Wade Watts *really* feels alive is when he's jacked into the virtual utopia known as the OASIS. Wade's devoted his life to studying the puzzles hidden within this world's digital confines--puzzles that are based on their creator's obsession with the pop culture of decades past and that promise massive power and fortune to whoever can unlock them. &#13&#10&#13&#10But when Wade stumbles upon the first clue, he finds himself beset by players willing to kill to take this ultimate prize. The race is on, and if Wade's going to survive, he'll have to win--and confront the real world he's always been so desperate to escape. (Provided by publisher).","/works/OL15936512W","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07",1
"Me Before You","Louisa Clark is an ordinary young woman living an exceedingly ordinary life—steady boyfriend, close family—who has never been farther afield than their tiny village. She takes a badly needed job working for ex-Master of the Universe Will Traynor, who is wheelchair-bound after an accident. Will has always lived a huge life—big deals, extreme sports, worldwide travel—and now he’s pretty sure he cannot live the way he is.&#13&#10&#13&#10Will is acerbic, moody, bossy—but Lou refuses to treat him with kid gloves, and soon his happiness means more to her than she expected. When she learns that Will has shocking plans of his own, she sets out to show him that life is still worth living.&#13&#10&#13&#10A love story for this generation, Me Before You brings to life two people who couldn’t have less in common—a heartbreakingly romantic novel that asks, What do you do when making the person you love happy also means breaking your own heart?","/works/OL16817509W","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07",1
"A Little Life","A Little Life is a 2015 novel by American novelist Hanya Yanagihara. The novel was written over the course of eighteen months. Despite the length and difficult subject matter, it became a bestseller.","/works/OL17370186W","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07",1
"Read People Like a Book","Speed read people, decipher body language, detect lies, and understand human nature.&#13&#10Is it possible to analyze people without them saying a word? Yes, it is. Learn how to become a “mind reader” and forge deep connections.&#13&#10How to get inside people’s heads without them knowing.&#13&#10Read People Like a Book isn’t a normal book on body language of facial expressions. Yes, it includes all of those things, as well as new techniques on how to truly detect lies in your everyday life, but this book is more about understanding human psychology and nature. We are who we are because of our experiences and pasts, and this guides our habits and behaviors more than anything else. Parts of this book read like the most interesting and applicable psychology textbook you’ve ever read. Take a look inside yourself and others!&#13&#10Understand the subtle signals that you are sending out and increase your emotional intelligence.&#13&#10Patrick King is an internationally bestselling author and social skills coach. His writing draws of a variety of sources, from scientific research, academic experience, coaching, and real life experience.&#13&#10Learn the keys to influencing and persuading others.&#13&#10•What people’s limbs can tell us about their emotions.•Why lie detecting isn’t so reliable when ignoring context.•Diagnosing personality as a means to understanding motivation.•Deducing the most with the least amount of information.•Exactly the kinds of eye contact to use and avoid&#13&#10Find shortcuts to connect quickly and deeply with strangers.&#13&#10The art of reading and analyzing people is truly the art of understanding human nature. Consider it like a cheat code that will allow you to see through people’s actions and words.&#13&#10Decode people’s thoughts and intentions, and you can go in any direction you want with them.","/works/OL25291486W","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07",1
"The Lightning Thief","Twelve-year-old Percy Jackson is on the most dangerous quest of his life.  With the help of a satyr and a daughter of Athena, Percy must journey across the United States to catch a thief who has stolen the original weapon of mass destruction—Zeus’ master bolt.  Along the way, he must face a host of mythological enemies determined to stop him.  Most of all, he must come to terms with a father he has never known, and an Oracle that has warned him of betrayal by a friend.","/works/OL492658W","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07",1
"Harry Potter and the Goblet of Fire","The fourth book in the Harry Potter franchise sees Harry returning for his fourth year at Hogwarts School of Witchcraft and Wizardry, along with his friends, Ron and Hermione . There is an upcoming tournament between the three major schools of magic, with one participant selected from each school by the Goblet of Fire. When Harry's name is drawn, even though he is not eligible and is a fourth player, he must compete in the dangerous contest.&#13&#10&#13&#10&#13&#10----------&#13&#10Contains:&#13&#10&#13&#10 - [Harry Potter and the Goblet of Fire. 2/4](https://openlibrary.org/works/OL17910198W/Harry_Potter_and_the_Goblet_of_Fire._2_4)","/works/OL82560W","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07",1
"Permanent Record","Edward Snowden, the man who risked everything to expose the US government’s system of mass surveillance, reveals for the first time the story of his life, including how he helped to build that system and what motivated him to try to bring it down.&#13&#10&#13&#10In 2013, twenty-nine-year-old Edward Snowden shocked the world when he broke with the American intelligence establishment and revealed that the United States government was secretly pursuing the means to collect every single phone call, text message, and email. The result would be an unprecedented system of mass surveillance with the ability to pry into the private lives of every person on earth. Six years later, Snowden reveals for the very first time how he helped to build this system and why he was moved to expose it.&#13&#10&#13&#10Spanning the bucolic Beltway suburbs of his childhood and the clandestine CIA and NSA postings of his adulthood, Permanent Record is the extraordinary account of a bright young man who grew up online – a man who became a spy, a whistleblower, and, in exile, the Internet’s conscience. Written with wit, grace, passion, and an unflinching candor, Permanent Record is a crucial memoir of our digital age and destined to be a classic.","/works/OL20080323W","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07",1
"Married at first sight","Romance","/works/OL35223328W","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07",1
"Roadside Picnic","[Comment by Hari Kunru in The Guardian][1]:&#13&#10&#13&#10> Soviet-era Russian science fiction deserves a wider audience in English. The Strugatsky brothers collaborated on numerous novels and stories, the best known of which is this, partly because it was filmed by Andrei Tarkovsky as Stalker, in 1977. The novel takes place 10 years after a mysterious alien visitation, which seems to have no rational explanation. No one saw the visitors. Their presence caused disease and blindness in the areas where they landed. Now, in the six 'Zones', the laws of physics (and, seemingly, of reality) are disturbed by anomalies, and littered with inexplicable, deadly wreckage. Only a few brave 'stalkers' risk their lives to enter the zones to gather alien artefacts for sale. Some of these artefacts offer the promise of extraordinary powers. Unlike Tarkovsky's film, which concentrates on the hallucinatory, vacated landscape of the zones, the novels portray a society adapting to an inexplicable, terrifying event, an eruption of the unknown. Though written in 1971 and published in English in 1977, the novel was heavily bowdlerised by Soviet censors, and an authoritative text wasn't available in Russian until 2000. It's a book with an extraordinary atmosphere – and a demonstration of how science fiction, by using a single bold central metaphor, can open up the possibilities of the novel.&#13&#10&#13&#10Original Title: Пикник на обочине&#13&#10&#13&#10&#13&#10  [1]: http://www.guardian.co.uk/books/2011/may/14/science-fiction-authors-choice","/works/OL7967812W","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07",1
"The Gathering Storm","","/works/OL1946681W","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07",1
"Song of Susannah","[The Dark Tower][1] VI&#13&#10&#13&#10Susannah, now pregnant, has yet another taking control of her.  The demon-mother, Mia, uses Susannah and Black Thirteen to transport to New York City of 1999.  Jake, Oy, and Pere Callahan must rescue Susannah while Eddie and Roland transport to the Maine of 1977.  A vacant lot in New York is the prize that must be saved and ties these together.&#13&#10([source][2])&#13&#10&#13&#10&#13&#10  [1]: https://openlibrary.org/works/OL81600W/The_Dark_Tower_1-7&#13&#10  [2]: https://www.stephenking.com/library/novel/dark_tower_song_of_susannah_the.html","/works/OL149200W","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07",1
"The Selection (The Selection #1)","For thirty-five girls, the Selection is the chance of a lifetime. The opportunity to escape the life laid out for them since birth. To be swept up in a world of glittering gowns and priceless jewels. To live in a palace and compete for the heart of gorgeous Prince Maxon.&#13&#10&#13&#10But for America Singer, being Selected is a nightmare. It means turning her back on her secret love with Aspen, who is a caste below her. Leaving her home to enter a fierce competition for a crown she doesn't want. Living in a palace that is constantly threatened by violent rebel attacks.&#13&#10&#13&#10Then America meets Prince Maxon. Gradually, she starts to question all the plans she's made for herself—and realizes that the life she's always dreamed of may not compare to a future she never imagined.","/works/OL16361029W","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07",1
"Persepolis Rising (The Expanse Book 7)","The seventh book in the NYT bestselling Expanse series, Persepolis Rising finds an old enemy returning home with more power and technology than anyone thought possible, and the crew of the aging gunship Rocinante tries to rally forces against the new invasion. Now a Prime Original series. &#13&#10&#13&#10HUGO AWARD WINNER FOR BEST SERIES&#13&#10&#13&#10An old enemy returns.&#13&#10&#13&#10In the thousand-sun network of humanity's expansion, new colony worlds are struggling to find their way. Every new planet lives on a knife edge between collapse and wonder, and the crew of the aging gunship Rocinante have their hands more than full keeping the fragile peace.&#13&#10&#13&#10In the vast space between Earth and Jupiter, the inner planets and belt have formed a tentative and uncertain alliance still haunted by a history of wars and prejudices. On the lost colony world of Laconia, a hidden enemy has a new vision for all of humanity and the power to enforce it.&#13&#10&#13&#10New technologies clash with old as the history of human conflict returns to its ancient patterns of war and subjugation. But human nature is not the only enemy, and the forces being unleashed have their own price. A price that will change the shape of humanity -- and of the Rocinante -- unexpectedly and forever. . .","/works/OL19661329W","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07",1
"Throne of Glass","Lethal. Loyal. Legendary.&#13&#10&#13&#10Enter the world of Throne of Glass with the first book in the #1 bestselling series by Sarah J. Maas.&#13&#10&#13&#10In a land without magic, an assassin is summoned to the castle. She has no love for the vicious king who rules from his throne of glass, but she has not come to kill him. She has come to win her freedom. If she defeats twenty-three murderers, thieves, and warriors in a competition, she will be released from prison to serve as the King’s Champion.&#13&#10&#13&#10Her name is Celaena Sardothien.&#13&#10&#13&#10The Crown Prince will provoke her. The Captain of the Guard will protect her. And a princess from a faraway country will befriend her. But something rotten dwells in the castle, and it’s there to kill. When her competitors start dying mysteriously, one by one, Celaena’s fight for freedom becomes a fight for survival—and a desperate quest to root out the evil before it destroys her world.","/works/OL16607146W","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07","a2bec9ef-28a6-41cb-937b-adaf51dd5ca7","2025-03-29 17:13:07",1
